Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.22529006393083026,0.3315118806683723,0.25061983761626594,0.1925782177845316
1,0.18407874883073766,0.259616382334004,0.37547380958971616,0.18083105924554208
2,0.21269235272956805,0.3132679453829723,0.30657720887474615,0.1674624930127134
3,0.24073641444151087,0.29667276798965153,0.3528425898203972,0.10974822774844023
4,0.1810388367943701,0.3724831056657835,0.25255005160621163,0.19392800593363466
5,0.1891037589741034,0.2623105086022597,0.3879865149445711,0.16059921747906583
6,0.20980394966619428,0.2867473568502522,0.3454862543846043,0.15796243909894922
7,0.16910373908835905,0.2501017675733514,0.4375946801070964,0.14319981323119313
8,0.12938741676948834,0.14253134873355294,0.6214194793640483,0.10666175513291012
9,0.16165695512024555,0.2709198240656276,0.38060751253578984,0.18681570827833688
10,0.10058154541492292,0.19341274616688334,0.4529768543955061,0.25302885402268765
11,0.14941585248480949,0.2496574093052399,0.42653971398531243,0.17438702422463812
12,0.23261405758805787,0.2521293851312257,0.47155785556393603,0.04369870171678041
13,0.15825886773704537,0.26664616575486666,0.37172363647874496,0.20337133002934307
14,0.3505564251007215,0.37888426639583067,0.22502430682542965,0.045535001678018217
15,0.18767356751401437,0.24644388309393153,0.4482662468411968,0.11761630255085753
16,0.25355909701266394,0.2671903170439192,0.439699116036352,0.03955146990706483
17,0.16570126093540605,0.21685836272296716,0.4450227038393079,0.17241767250231865
18,0.18187713300079897,0.1948676243267036,0.5637116303993976,0.05954361227309977
19,0.17201380075880945,0.26047897280607535,0.42269812976979965,0.14480909666531538
20,0.1812825361489231,0.3224288659458934,0.3395004533820009,0.1567881445231825
21,0.17847486348829272,0.24012180566800115,0.4514829264457504,0.12992040439795569
22,0.1739278441411147,0.4480775338492608,0.2221032661324916,0.15589135587713301
23,0.16737609336200698,0.2421744419206938,0.43972380128957106,0.1507256634277282
24,0.13589670841901746,0.44675367188640075,0.1492390509934103,0.2681105687011716
25,0.1751951889081112,0.25400608973470784,0.4214948138643792,0.1493039074928019
26,0.32808431923048176,0.41120282336467406,0.20243766943855854,0.058275187966285745
27,0.1763478517027428,0.2586458277655297,0.3804937979721555,0.18451252255957212
28,0.3245577240393477,0.40758695702343717,0.20887666209071967,0.05897865684649519
29,0.1859328032010423,0.2543027251368541,0.4558588570076293,0.10390561465447436
30,0.19176577502339512,0.22114331729914924,0.4715274390786952,0.11556346859876042
31,0.18499190455337552,0.28649171724472067,0.3531801508928519,0.17533622730905193
32,0.08282119167889662,0.10099568035544174,0.7625779063889465,0.05360522157671511
33,0.1769983148390101,0.2836328615999084,0.3899816599703346,0.14938716359074675
34,0.08478729929941048,0.10683967768975698,0.745731472549065,0.06264155046176742
35,0.1914933203743326,0.2761005679893803,0.3921763915841756,0.14022972005211154
36,0.18975860214485388,0.22911983753355955,0.45791741700992844,0.12320414331165808
37,0.169263544977454,0.2510186246068019,0.4419447049563115,0.1377731254594326
38,0.1620533999327628,0.17151233260810553,0.5832351338835857,0.08319913357554576
39,0.18093366724623927,0.29218188811199425,0.3487447230220511,0.1781397216197154
