Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
0,0.22426383947167497,0.3303117732393524,0.2521967806005448,0.19322760668842776
1,0.18634952781647748,0.2640113282372927,0.3733427446065107,0.17629639933971922
2,0.21444219330130498,0.31309507347183846,0.3033061556359482,0.16915657759090816
3,0.24189238870650087,0.29588989240218216,0.3529647791323758,0.10925293975894113
4,0.1788288303290206,0.373836039587181,0.2555884074740565,0.1917467226097419
5,0.18885731461029537,0.2636461201171172,0.3875908994137754,0.1599056658588121
6,0.2074105169138134,0.29263694764282716,0.34780734529769375,0.15214519014566566
7,0.17023778186497032,0.2493921842054069,0.4380731091885496,0.14229692474107328
8,0.13084310355828613,0.1443995002349472,0.6214096816405571,0.1033477145662095
9,0.16291100061785066,0.2695887113009218,0.3837527891643657,0.18374749891686168
10,0.10186711375493478,0.194099750339671,0.44826668326603697,0.2557664526393573
11,0.15015832688258113,0.2493403305431783,0.42560768888768263,0.1748936536865579
12,0.23400754207222058,0.2506130151795088,0.4690682917922441,0.046311150956026476
13,0.15805198270307283,0.2670838795392209,0.37446504189608987,0.20039909586161642
14,0.3533827461648293,0.37243633762187434,0.22594038336058556,0.04824053285271074
15,0.18767150918579228,0.24804437430935564,0.44762904885114224,0.11665506765370975
16,0.25471339541232124,0.2642808154235722,0.43966599628066483,0.04133979288344167
17,0.16554296372917934,0.22236030960931896,0.44222235219993095,0.16987437446157067
18,0.17851348261860672,0.19764571562133482,0.5635095704512919,0.06033123130876657
19,0.17221615109007754,0.2612810749372258,0.42093788173938435,0.14556489223331234
20,0.18410120245220887,0.3219870105377419,0.34013165878799667,0.1537801282220526
21,0.17629434711103475,0.24249232776779814,0.45008545897168584,0.13112786614948133
22,0.16864837426286095,0.43887113962092,0.2225279809758329,0.16995250514038632
23,0.16651637640965544,0.2461413361424135,0.437782184679338,0.14956010276859322
24,0.13780316804471,0.4383298765074975,0.14914713422854498,0.27471982121924726
25,0.1750020511519502,0.2568588612034839,0.41731704470614117,0.1508220429384246
26,0.32731455084233835,0.4112771695107276,0.2001070653861707,0.06130121426076328
27,0.17620463817986276,0.2608565453732788,0.380960742838582,0.1819780736082764
28,0.3251923947855871,0.4080177918674466,0.20500783603961953,0.06178197730734654
29,0.18450563529561223,0.25500521329155507,0.4521158833354575,0.1083732680773753
30,0.1925419753994944,0.22320198638937108,0.4731239124259379,0.11113212578519657
31,0.18339773044495414,0.2867146898434147,0.35489322213381497,0.17499435757781587
32,0.08399475108002136,0.10341293897040642,0.7603608214582401,0.05223148849133232
33,0.17818051332234,0.2840496215938579,0.38897960608000404,0.14879025900379797
34,0.08619706902637764,0.1087878278395357,0.7431584987228621,0.06185660441122464
35,0.19004152676851419,0.27522700960714896,0.39417734685913386,0.14055411676520296
36,0.1873036522670288,0.22531411721499126,0.45973071874153754,0.12765151177644235
37,0.1692375874296083,0.2531490502058895,0.4387295597088634,0.1388838026556388
38,0.1625530496019552,0.17447022869095347,0.5829404326851221,0.08003628902196931
39,0.18319544646420527,0.2910272198763795,0.34813370854404885,0.17764362511536644
40,0.40424422569128593,0.2559459497539198,0.3021222954519783,0.03768752910281572
41,0.17935390593414724,0.2572870950229408,0.41249960642641703,0.15085939261649484
42,0.1744011768829897,0.24272900812029444,0.47853682314766144,0.1043329918490544
43,0.17179293959364866,0.24493576795793387,0.4233127181176233,0.1599585743307942
44,0.13445282572985,0.21910669922838458,0.42351642395671946,0.22292405108504595
45,0.1653374154313185,0.2419916416759771,0.4642285571769413,0.12844238571576305
46,0.15898546903289287,0.14506797111832126,0.6501300588089416,0.045816501039844366
47,0.16854800101541076,0.26705712526302955,0.38175923244884863,0.1826356412727112
48,0.16591274097487527,0.3434043518954401,0.33751844964734046,0.15316445748234384
49,0.1407211262537201,0.2672899027368591,0.37018488035794084,0.22180409065147988
50,0.10035835729998258,0.14862902152121987,0.690244355179752,0.06076826599904592
51,0.19691643504162618,0.27370540469534743,0.3693121086557091,0.16006605160731735
52,0.0948504916751619,0.12721521836944263,0.7316031464092407,0.04633114354615489
53,0.16913178038810311,0.28243364002021804,0.3541441204125283,0.19429045917915036
54,0.14238416149429212,0.15394056470181317,0.6538531571845405,0.049822116619354304
55,0.1811898560841443,0.2619443299764439,0.3744150546825333,0.1824507592568786
56,0.08573308882218533,0.1100912743383979,0.7525822634562823,0.0515933733831347
57,0.20840538302912706,0.2517643791772667,0.41116085430422855,0.12866938348937776
58,0.08560661607332609,0.10598344631019996,0.7599516987700875,0.048458238846386406
59,0.1836321239210239,0.2831125025126196,0.374961707824784,0.1582936657415725
60,0.11995533012546242,0.11089118813790463,0.7336807974458454,0.035472684290787544
61,0.1777604161194906,0.2593546157192028,0.4341966497165156,0.12868831844479112
62,0.11835110661643307,0.23804300084807622,0.36566456570545514,0.27794132683003564
